"placeLabel","toponyms","typeLabel","geometry","cornuData"
"خرائب ابو حليمة","خرائب ابو حليمة","waystations","POINT (25.51014 31.41576)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫarāʾib Abū Ḥalīmaŧ', 'cornu_URI': 'KHARAIBABUHALIMA_255E314N_S', 'toponym_arabic': 'خرائب أبو حليمة', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Kharaib Abu Halima', 'toponym_arabic_other': 'خرائب أبو حليمة', 'toponym_translit': 'Ḫarāʾib Abū Ḥalīmaŧ', 'coord_lat': '31.41576', 'toponym_search': 'Kharaib Abu Halima', 'region_code': 'Barqa', 'coord_lon': '25.51014', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'waystations'}"
"صرمنجي","صرمنجي، جرمنقان","villages","POINT (67.44155000000001 37.60634)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṣarmanǧī, Ǧarmanqān', 'cornu_URI': 'SARMANJI_674E376N_S', 'toponym_arabic': 'صرمنجي', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Sarmanji, Jarmanqan', 'toponym_arabic_other': 'صرمنجي، جرمنقان', 'toponym_translit': 'Ṣarmanǧī', 'coord_lat': '37.60634', 'toponym_search': 'Sarmanji, Jarmanqan', 'region_code': 'Transoxiana', 'coord_lon': '67.44155', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'villages'}"
"الشقر","الشقر","villages","POINT (-0.43734 39.16483)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Šaqr', 'cornu_URI': 'SHAQR_004W391N_S', 'toponym_arabic': 'الشقر', 'top_type_orig': 'localite', 'toponym_buckwalter': 'al-Shaqr', 'toponym_arabic_other': 'الشقر', 'toponym_translit': 'al-Šaqr', 'coord_lat': '39.16483', 'toponym_search': 'al-Shaqr', 'region_code': 'Andalus', 'coord_lon': '-0.43734', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'villages'}"
"الخرج","الخرج","regions","POINT (47.26694 23.77518)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ḫarǧ', 'cornu_URI': 'KHARJ_472E237N_R', 'toponym_arabic': 'الخرج', 'top_type_orig': 'region', 'toponym_buckwalter': 'al-Kharj', 'toponym_arabic_other': 'الخرج', 'toponym_translit': 'al-Ḫarǧ', 'coord_lat': '23.77518', 'toponym_search': 'al-Kharj', 'region_code': 'Jazirat al-Arab', 'coord_lon': '47.26694', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'regions'}"
"وايخان","وايخان","towns","POINT (60.19436 42.0552)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Wāyḫān', 'cornu_URI': 'WAYKHAN_601E420N_S', 'toponym_arabic': 'وايخان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Waykhan', 'toponym_arabic_other': 'وايخان', 'toponym_translit': 'Wāyḫān', 'coord_lat': '42.05520', 'toponym_search': 'Waykhan', 'region_code': 'Transoxiana', 'coord_lon': '60.19436', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"المصانع","المصانع","regions","POINT (43.96174 15.5805)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Maṣāniʿ', 'cornu_URI': 'MASANI_439E155N_R', 'toponym_arabic': 'المصانع', 'top_type_orig': 'region', 'toponym_buckwalter': 'al-Masani', 'toponym_arabic_other': 'المصانع', 'toponym_translit': 'al-Maṣāniʿ', 'coord_lat': '15.58050', 'toponym_search': 'al-Masani', 'region_code': 'Yemen', 'coord_lon': '43.96174', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"غافق","غافق","towns","POINT (-5.01064 38.68214)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ġāfiq', 'cornu_URI': 'GHAFIQ_050W386N_S', 'toponym_arabic': 'غافق', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Ghafiq', 'toponym_arabic_other': 'غافق', 'toponym_translit': 'Ġāfiq', 'coord_lat': '38.68214', 'toponym_search': 'Ghafiq', 'region_code': 'Andalus', 'coord_lon': '-5.01064', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'towns'}"
"بدر","بدر","regions","POINT (44.72906 13.87387)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Badr', 'cornu_URI': 'BADR_447E138N_R', 'toponym_arabic': 'بدر', 'top_type_orig': 'region', 'toponym_buckwalter': 'Badr', 'toponym_arabic_other': 'بدر', 'toponym_translit': 'Badr', 'coord_lat': '13.87387', 'toponym_search': 'Badr', 'region_code': 'Yemen', 'coord_lon': '44.72906', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"عنة","عنة","regions","POINT (43.88228 14.00041)","{'coord_certainty': 'certain', 'toponym_translit_other': 'ʿUnnaŧ', 'cornu_URI': 'UNNA_438E140N_R', 'toponym_arabic': 'عنة', 'top_type_orig': 'region', 'toponym_buckwalter': 'Unna', 'toponym_arabic_other': 'عنة', 'toponym_translit': 'ʿUnnaŧ', 'coord_lat': '14.00041', 'toponym_search': 'Unna', 'region_code': 'Yemen', 'coord_lon': '43.88228', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"نهر ثرثار","نهر ثرثار","waters","POINT (43.04545 35.00028)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Ṯarṯār', 'cornu_URI': 'NAHRTHARTHAR_430E350N_W', 'toponym_arabic': 'نهر ثرثار', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Tharthar', 'toponym_arabic_other': 'نهر ثرثار', 'toponym_translit': 'Nahr Ṯarṯār', 'coord_lat': '35.00028', 'toponym_search': 'Nahr Tharthar', 'region_code': 'Aqur', 'coord_lon': '43.04545', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waters'}"
"ستوركث","ستوركث، اشتوركث","towns","POINT (68.87652 40.88768)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Sutūrkaṯ, Uštūrkaṯ', 'cornu_URI': 'SUTURKATH_688E408N_S', 'toponym_arabic': 'ستوركث', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Suturkath, Ushturkath', 'toponym_arabic_other': 'ستوركث، أشتوركث', 'toponym_translit': 'Sutūrkaṯ', 'coord_lat': '40.88768', 'toponym_search': 'Suturkath, Ushturkath', 'region_code': 'Transoxiana', 'coord_lon': '68.87652', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"غدامس","غدامس","towns","POINT (9.47597 30.12935)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ġadāmis', 'cornu_URI': 'GHADAMIS_094E301N_S', 'toponym_arabic': 'غدامس', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Ghadamis', 'toponym_arabic_other': 'غدامس', 'toponym_translit': 'Ġadāmis', 'coord_lat': '30.12935', 'toponym_search': 'Ghadamis', 'region_code': 'Barqa', 'coord_lon': '9.47597', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'towns'}"
"بجانة","بجانة","regions","POINT (-2.41826 36.95657)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baǧǧānaŧ', 'cornu_URI': 'BAJJANA_024W369N_R', 'toponym_arabic': 'بجانة', 'top_type_orig': 'district', 'toponym_buckwalter': 'Bajjana', 'toponym_arabic_other': 'بجانة', 'toponym_translit': 'Baǧǧānaŧ', 'coord_lat': '36.95657', 'toponym_search': 'Bajjana', 'region_code': 'Andalus', 'coord_lon': '-2.41826', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'regions'}"
"نه","نه، نيه","towns","POINT (60.05406 31.5777)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nih, Nīh', 'cornu_URI': 'NIH_600E315N_S', 'toponym_arabic': 'نه', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Nih, Nih', 'toponym_arabic_other': 'نه، نيه', 'toponym_translit': 'Nih', 'coord_lat': '31.57770', 'toponym_search': 'Nih, Nih', 'region_code': 'Sijistan', 'coord_lon': '60.05406', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'towns'}"
"صيداء","صيداء","towns","POINT (35.37475 33.56642)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṣaydāʾ', 'cornu_URI': 'SAYDA_353E335N_S', 'toponym_arabic': 'صيداء', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Sayda', 'toponym_arabic_other': 'صيداء', 'toponym_translit': 'Ṣaydāʾ', 'coord_lat': '33.56642', 'toponym_search': 'Sayda', 'region_code': 'Sham', 'coord_lon': '35.37475', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"كركس كوه","كركس كوه","sites","POINT (52.24892 32.89927)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Karkas Kūh', 'cornu_URI': 'KARKASKUH_522E328N_O', 'toponym_arabic': 'كركس كوه', 'top_type_orig': 'mont', 'toponym_buckwalter': 'Karkas Kuh', 'toponym_arabic_other': 'كركس كوه', 'toponym_translit': 'Karkas Kūh', 'coord_lat': '32.89927', 'toponym_search': 'Karkas Kuh', 'region_code': 'Mafaza', 'coord_lon': '52.24892', 'region_spelled': 'al-Mafāzaŧ', 'top_type_hom': 'sites'}"
"خربة القوم","خربة القوم","waystations","POINT (26.11423 31.35376)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫirbaŧ al-Qawm', 'cornu_URI': 'KHIRBAQAWM_261E313N_S', 'toponym_arabic': 'خربة القوم', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Khirba al-Qawm', 'toponym_arabic_other': 'خربة القوم', 'toponym_translit': 'Ḫirbaŧ al-Qawm', 'coord_lat': '31.35376', 'toponym_search': 'Khirba al-Qawm', 'region_code': 'Barqa', 'coord_lon': '26.11423', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'waystations'}"
"بثرون","بثرون","towns","POINT (35.67059 34.25903)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baṯrūn', 'cornu_URI': 'BATHRUN_356E342N_S', 'toponym_arabic': 'بثرون', 'top_type_orig': 'port', 'toponym_buckwalter': 'Bathrun', 'toponym_arabic_other': 'بثرون', 'toponym_translit': 'Baṯrūn', 'coord_lat': '34.25903', 'toponym_search': 'Bathrun', 'region_code': 'Sham', 'coord_lon': '35.67059', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"بلهيب","بلهيب","towns","POINT (30.46299 31.28513)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Balhīb', 'cornu_URI': 'BALHIB_304E312N_S', 'toponym_arabic': 'بلهيب', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Balhib', 'toponym_arabic_other': 'بلهيب', 'toponym_translit': 'Balhīb', 'coord_lat': '31.28513', 'toponym_search': 'Balhib', 'region_code': 'Egypt', 'coord_lon': '30.46299', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"حيس","حيس","towns","POINT (43.48282 13.9314)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḥays', 'cornu_URI': 'HAYS_434E139N_S', 'toponym_arabic': 'حيس', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Hays', 'toponym_arabic_other': 'حيس', 'toponym_translit': 'Ḥays', 'coord_lat': '13.93140', 'toponym_search': 'Hays', 'region_code': 'Yemen', 'coord_lon': '43.48282', 'region_spelled': 'al-Yaman', 'top_type_hom': 'towns'}"
"جيل","جيل، جيلان","regions","POINT (49.65635 37.13924)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧīl, Ǧīlān', 'cornu_URI': 'JIL_496E371N_R', 'toponym_arabic': 'جيل', 'top_type_orig': 'region', 'toponym_buckwalter': 'Jil, Jilan', 'toponym_arabic_other': 'جيل، جيلان', 'toponym_translit': 'Ǧīl', 'coord_lat': '37.13924', 'toponym_search': 'Jil, Jilan', 'region_code': 'Daylam', 'coord_lon': '49.65635', 'region_spelled': 'al-Daylam', 'top_type_hom': 'regions'}"
"الفتق","الفتق","waystations","POINT (41.28101 21.44752)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Futuq', 'cornu_URI': 'FUTUQ_412E214N_S', 'toponym_arabic': 'الفتق', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Futuq', 'toponym_arabic_other': 'الفتق', 'toponym_translit': 'al-Futuq', 'coord_lat': '21.44752', 'toponym_search': 'al-Futuq', 'region_code': 'Jazirat al-Arab', 'coord_lon': '41.28101', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"خاش","خاش، خاس، خشت","towns","POINT (70.53285 41.02958)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫāš, Ḫās, Ḫašt', 'cornu_URI': 'KHASH_705E410N_S', 'toponym_arabic': 'خاش', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Khash, Khas, Khasht', 'toponym_arabic_other': 'خاش، خاس، خشت', 'toponym_translit': 'Ḫāš', 'coord_lat': '41.02958', 'toponym_search': 'Khash, Khas, Khasht', 'region_code': 'Transoxiana', 'coord_lon': '70.53285', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"راس الكلب","راس الكلب","villages","POINT (53.07601 35.37647)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Raʾs al-Kalb', 'cornu_URI': 'RASKALB_530E353N_S', 'toponym_arabic': 'رأس الكلب', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Ras al-Kalb', 'toponym_arabic_other': 'رأس الكلب', 'toponym_translit': 'Raʾs al-Kalb', 'coord_lat': '35.37647', 'toponym_search': 'Ras al-Kalb', 'region_code': 'Daylam', 'coord_lon': '53.07601', 'region_spelled': 'al-Daylam', 'top_type_hom': 'villages'}"
"تونس","تونس","towns","POINT (10.17736 36.77071)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Tūnis', 'cornu_URI': 'TUNIS_101E367N_S', 'toponym_arabic': 'تونس', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Tunis', 'toponym_arabic_other': 'تونس', 'toponym_translit': 'Tūnis', 'coord_lat': '36.77071', 'toponym_search': 'Tunis', 'region_code': 'Maghrib', 'coord_lon': '10.17736', 'region_spelled': 'al-Maġrib', 'top_type_hom': 'towns'}"
"القريتان","القريتان","waystations","POINT (37.24976 34.2251)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Qaryatān', 'cornu_URI': 'QARYATAN_372E342N_S', 'toponym_arabic': 'القريتان', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Qaryatan', 'toponym_arabic_other': 'القريتان', 'toponym_translit': 'al-Qaryatān', 'coord_lat': '34.22510', 'toponym_search': 'al-Qaryatan', 'region_code': 'Sham', 'coord_lon': '37.24976', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'waystations'}"
"ميلة","ميلة","towns","POINT (52.55267 36.4708)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Mīlaŧ', 'cornu_URI': 'MILA_525E364N_S', 'toponym_arabic': 'ميلة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Mila', 'toponym_arabic_other': 'ميلة', 'toponym_translit': 'Mīlaŧ', 'coord_lat': '36.47080', 'toponym_search': 'Mila', 'region_code': 'Daylam', 'coord_lon': '52.55267', 'region_spelled': 'al-Daylam', 'top_type_hom': 'towns'}"
"الاخدمية","الاخدمية","waystations","POINT (42.23928 32.28927)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Aḫdamiyyaŧ', 'cornu_URI': 'AKHDAMIYYA_422E322N_S', 'toponym_arabic': 'الأخدمية', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Akhdamiyya', 'toponym_arabic_other': 'الأخدمية', 'toponym_translit': 'al-Aḫdamiyyaŧ', 'coord_lat': '32.28927', 'toponym_search': 'al-Akhdamiyya', 'region_code': 'Badiyat al-Arab', 'coord_lon': '42.23928', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"الابواء","الابواء","waystations","POINT (39.09484 23.22814)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Abwāʾ', 'cornu_URI': 'ABWA_390E232N_S', 'toponym_arabic': 'الأبواء', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Abwa', 'toponym_arabic_other': 'الأبواء', 'toponym_translit': 'al-Abwāʾ', 'coord_lat': '23.22814', 'toponym_search': 'al-Abwa', 'region_code': 'Jazirat al-Arab', 'coord_lon': '39.09484', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"نهر مهران","نهر مهران","waters","POINT (71.29976000000001 32.14532)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Mihrān', 'cornu_URI': 'NAHRMIHRAN_712E321N_W', 'toponym_arabic': 'نهر مهران', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Mihran', 'toponym_arabic_other': 'نهر مهران', 'toponym_translit': 'Nahr Mihrān', 'coord_lat': '32.14532', 'toponym_search': 'Nahr Mihran', 'region_code': 'Sind', 'coord_lon': '71.29976', 'region_spelled': 'al-Sind', 'top_type_hom': 'waters'}"
"قلعة القوارب","قلعة القوارب","towns","POINT (14.36712 38.00365)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qalʿaŧ al-Qawārib', 'cornu_URI': 'QALAQAWARIB_143E380N_S', 'toponym_arabic': 'قلعة القوارب', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Qala al-Qawarib', 'toponym_arabic_other': 'قلعة القوارب', 'toponym_translit': 'Qalʿaŧ al-Qawārib', 'coord_lat': '38.00365', 'toponym_search': 'Qala al-Qawarib', 'region_code': 'Sicile', 'coord_lon': '14.36712', 'region_spelled': 'Siqiliyyaŧ (Sicile)', 'top_type_hom': 'towns'}"
"نهر النيل","نهر النيل","waters","POINT (31.00602 28.89131)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr al-Nīl', 'cornu_URI': 'NAHRNIL_310E288N_W', 'toponym_arabic': 'نهر النيل', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr al-Nil', 'toponym_arabic_other': 'نهر النيل', 'toponym_translit': 'Nahr al-Nīl', 'coord_lat': '28.89131', 'toponym_search': 'Nahr al-Nil', 'region_code': 'Egypt', 'coord_lon': '31.00602', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'waters'}"
"نقاد","نقاد، نقاد","regions","POINT (72.76260000000001 40.34137)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nuqād, Naqād', 'cornu_URI': 'NUQAD_727E403N_R', 'toponym_arabic': 'نقاد', 'top_type_orig': 'region', 'toponym_buckwalter': 'Nuqad, Naqad', 'toponym_arabic_other': 'نقاد، نقاد', 'toponym_translit': 'Nuqād', 'coord_lat': '40.34137', 'toponym_search': 'Nuqad, Naqad', 'region_code': 'Transoxiana', 'coord_lon': '72.76260', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'regions'}"
"اربلخ","اربلخ","towns","POINT (69.83739 40.8701)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Arbilaḫ', 'cornu_URI': 'ARBILAKH_698E408N_S', 'toponym_arabic': 'أربلخ', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Arbilakh', 'toponym_arabic_other': 'أربلخ', 'toponym_translit': 'Arbilaḫ', 'coord_lat': '40.87010', 'toponym_search': 'Arbilakh', 'region_code': 'Transoxiana', 'coord_lon': '69.83739', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"كروان","كروان","regions","POINT (71.83078999999999 41.48396)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Karwān', 'cornu_URI': 'KARWAN_718E414N_R', 'toponym_arabic': 'كروان', 'top_type_orig': 'district', 'toponym_buckwalter': 'Karwan', 'toponym_arabic_other': 'كروان', 'toponym_translit': 'Karwān', 'coord_lat': '41.48396', 'toponym_search': 'Karwan', 'region_code': 'Transoxiana', 'coord_lon': '71.83079', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'regions'}"
"برقعيد","برقعيد","towns","POINT (42.07551 36.95274)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Barqaʿīd', 'cornu_URI': 'BARQAID_420E369N_S', 'toponym_arabic': 'برقعيد', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Barqaid', 'toponym_arabic_other': 'برقعيد', 'toponym_translit': 'Barqaʿīd', 'coord_lat': '36.95274', 'toponym_search': 'Barqaid', 'region_code': 'Aqur', 'coord_lon': '42.07551', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'towns'}"
"قلنسوة","قلنسوة","villages","POINT (34.98155 32.29512)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qalansuwaŧ', 'cornu_URI': 'QALANSUWA_349E322N_S', 'toponym_arabic': 'قلنسوة', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Qalansuwa', 'toponym_arabic_other': 'قلنسوة', 'toponym_translit': 'Qalansuwaŧ', 'coord_lat': '32.29512', 'toponym_search': 'Qalansuwa', 'region_code': 'Sham', 'coord_lon': '34.98155', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'villages'}"
"الغربة","الغربة","towns","POINT (37.34142 31.36925)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ġurrabaŧ', 'cornu_URI': 'GHURRABA_373E313N_S', 'toponym_arabic': 'الغربة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Ghurraba', 'toponym_arabic_other': 'الغربة', 'toponym_translit': 'al-Ġurrabaŧ', 'coord_lat': '31.36925', 'toponym_search': 'al-Ghurraba', 'region_code': 'Badiyat al-Arab', 'coord_lon': '37.34142', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'towns'}"
"ابتعة","ابتعة","waystations","POINT (50.05422 33.62812)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Abtiʿaŧ', 'cornu_URI': 'ABTIA_500E336N_S', 'toponym_arabic': 'أبتعة', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Abtia', 'toponym_arabic_other': 'أبتعة', 'toponym_translit': 'Abtiʿaŧ', 'coord_lat': '33.62812', 'toponym_search': 'Abtia', 'region_code': 'Jibal', 'coord_lon': '50.05422', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'waystations'}"
"كند","كند","towns","POINT (70.51734999999999 40.29225)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Kand', 'cornu_URI': 'KAND_705E402N_S', 'toponym_arabic': 'كند', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Kand', 'toponym_arabic_other': 'كند', 'toponym_translit': 'Kand', 'coord_lat': '40.29225', 'toponym_search': 'Kand', 'region_code': 'Transoxiana', 'coord_lon': '70.51735', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"ضنك","ضنك","towns","POINT (56.30591 23.53023)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḍank', 'cornu_URI': 'DANK_563E235N_S', 'toponym_arabic': 'ضنك', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Dank', 'toponym_arabic_other': 'ضنك', 'toponym_translit': 'Ḍank', 'coord_lat': '23.53023', 'toponym_search': 'Dank', 'region_code': 'Jazirat al-Arab', 'coord_lon': '56.30591', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'towns'}"
"الفدين","الفدين","towns","POINT (40.59626 35.4148)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Fudayn', 'cornu_URI': 'FUDAYN_405E354N_S', 'toponym_arabic': 'الفدين', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Fudayn', 'toponym_arabic_other': 'الفدين', 'toponym_translit': 'al-Fudayn', 'coord_lat': '35.41480', 'toponym_search': 'al-Fudayn', 'region_code': 'Aqur', 'coord_lon': '40.59626', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'towns'}"
"السودقانية","السودقانية","waystations","POINT (43.60292 34.81448)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Sūdaqāniyyaŧ', 'cornu_URI': 'SUDAQANIYYA_436E348N_S', 'toponym_arabic': 'السودقانية', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Sudaqaniyya', 'toponym_arabic_other': 'السودقانية', 'toponym_translit': 'al-Sūdaqāniyyaŧ', 'coord_lat': '34.81448', 'toponym_search': 'al-Sudaqaniyya', 'region_code': 'Iraq', 'coord_lon': '43.60292', 'region_spelled': 'al-ʿIrāq', 'top_type_hom': 'waystations'}"
"زرداباذ","زرداباذ، زرداباذ","waystations","POINT (55.30802 36.65798)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ziradābāḏ, Zirdābāḏ', 'cornu_URI': 'ZIRADABADH_553E366N_S', 'toponym_arabic': 'زرداباذ', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Ziradabadh, Zirdabadh', 'toponym_arabic_other': 'زرداباذ، زرداباذ', 'toponym_translit': 'Ziradābāḏ', 'coord_lat': '36.65798', 'toponym_search': 'Ziradabadh, Zirdabadh', 'region_code': 'Daylam', 'coord_lon': '55.30802', 'region_spelled': 'al-Daylam', 'top_type_hom': 'waystations'}"
"نهر فره","نهر فره","waters","POINT (61.72109 32.01209)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Farah', 'cornu_URI': 'NAHRFARAH_617E320N_W', 'toponym_arabic': 'نهر فره', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Farah', 'toponym_arabic_other': 'نهر فره', 'toponym_translit': 'Nahr Farah', 'coord_lat': '32.01209', 'toponym_search': 'Nahr Farah', 'region_code': 'Sijistan', 'coord_lon': '61.72109', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'waters'}"
"سلوق","سلوق","waystations","POINT (20.24835 31.4018)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Sulūq', 'cornu_URI': 'SULUQ_202E314N_S', 'toponym_arabic': 'سلوق', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Suluq', 'toponym_arabic_other': 'سلوق', 'toponym_translit': 'Sulūq', 'coord_lat': '31.40180', 'toponym_search': 'Suluq', 'region_code': 'Barqa', 'coord_lon': '20.24835', 'region_spelled': 'Barqaŧ (Lybia)', 'top_type_hom': 'waystations'}"
"ابرقوه","ابرقوه","towns","POINT (53.25737 31.15094)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Abarqūh', 'cornu_URI': 'ABARQUH_532E311N_S', 'toponym_arabic': 'أبرقوه', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Abarquh', 'toponym_arabic_other': 'أبرقوه', 'toponym_translit': 'Abarqūh', 'coord_lat': '31.15094', 'toponym_search': 'Abarquh', 'region_code': 'Faris', 'coord_lon': '53.25737', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'towns'}"
"مصدقان","مصدقان","waystations","POINT (49.85406 35.06107)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Maṣdaqān', 'cornu_URI': 'MASDAQAN_498E350N_S', 'toponym_arabic': 'مصدقان', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Masdaqan', 'toponym_arabic_other': 'مصدقان', 'toponym_translit': 'Maṣdaqān', 'coord_lat': '35.06107', 'toponym_search': 'Masdaqan', 'region_code': 'Jibal', 'coord_lon': '49.85406', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'waystations'}"
