,book_id,text,volume,page,book_title,section_title,subsection_title,corrected_id,part_of_multi_ids,entry_type,text_nt
2048,," أزدمر المسرطن . تقدم قريبا .
",2,275," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['ازدمر', 'المسرطن', '.', 'تقدم', 'قريبا', '.']"
2049,," أزدمر من علي جان . تقدم قريبا .
",2,275," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['ازدمر', 'من', 'علي', 'جان', '.', 'تقدم', 'قريبا', '.']"
2063,," إسحاق النجم القرمي قيل أنه ابن إبراهيم بن إسماعيل أو بن سعد بن
 إبراهيم وهو أصح مضى
",2,278," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اسحاق', 'النجم', 'القرمي', 'قيل', 'انه', 'ابن', 'ابراهيم', 'بن', 'اسماعيل', 'او', 'بن', 'سعد', 'بن', 'ابراهيم', 'وهو', 'اصح', 'مضى']"
2071,," أسلم بالسين أو بالصاد هو أحمد بن إسحاق بن عاصم بن محمد بن عبد الله . 
 مضى .
",2,279," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اسلم', 'بالسين', 'او', 'بالصاد', 'هو', 'احمد', 'بن', 'اسحاق', 'بن', 'عاصم', 'بن', 'محمد', 'بن', 'عبد', 'الله', '.', 'مضى', '.']"
2170,," إسماعيل التبريزي . في الرومي قريبا .
",2,309," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اسماعيل', 'التبريزي', '.', 'في', 'الرومي', 'قريبا', '.']"
2171,," إسماعيل الجياني . مضى في ابن إبراهيم بن محمد بن علي .
",2,309," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اسماعيل', 'الجياني', '.', 'مضى', 'في', 'ابن', 'ابراهيم', 'بن', 'محمد', 'بن', 'علي', '.']"
2195,," أقباي الأقنص . يأتي قريبا .
",2,312," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقباي', 'الاقنص', '.', 'ياتي', 'قريبا', '.']"
2196,," أقباي الدوادار . هو المؤيدي يأتي قريبا .
",2,312," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقباي', 'الدوادار', '.', 'هو', 'المؤيدي', 'ياتي', 'قريبا', '.']"
2197,," أقباي طاز . يأتي قريبا .
",2,312," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقباي', 'طاز', '.', 'ياتي', 'قريبا', '.']"
2198,," أقباي الطرنطاي . مضى قريبا .
",2,312," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقباي', 'الطرنطاي', '.', 'مضى', 'قريبا', '.']"
2199,," أقباي الطويل الأشرفي قايتباي . ذكر قريبا والظاهر خشقدم . يأتي قريبا
 . 
",2,312," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقباي', 'الطويل', 'الاشرفي', 'قايتباي', '.', 'ذكر', 'قريبا', 'والظاهر', 'خشقدم', '.', 'ياتي', 'قريبا', '.']"
2214,," أقبردي مذكور في حوادث سنة عشرة .
",2,315," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبردي', 'مذكور', 'في', 'حوادث', 'سنة', 'عشرة', '.']"
2219,," أقبغا علاء الدين التركي ، في أقبغا الطولوني .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'علاء', 'الدين', 'التركي', '،', 'في', 'اقبغا', 'الطولوني', '.']"
2220,," أقبغا علاء الدين الرومي في أقبغا الجمالي قريبا .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'علاء', 'الدين', 'الرومي', 'في', 'اقبغا', 'الجمالي', 'قريبا', '.']"
2221,," أقبغا علاء الدين الظاهري في أقبغا شيطان .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'علاء', 'الدين', 'الظاهري', 'في', 'اقبغا', 'شيطان', '.']"
2222,," أقبغا التركماني مضى في أقبغا من مامش قريبا .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'التركماني', 'مضى', 'في', 'اقبغا', 'من', 'مامش', 'قريبا', '.']"
2223,," أقبغا التمرازي سبق قريبا .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'التمرازي', 'سبق', 'قريبا', '.']"
2226,," أقبغا جيار ، يأتي قريبا .
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'جيار', '،', 'ياتي', 'قريبا', '.']"
2227,," أقبغا دوادار يشبك . كذلك 
",2,316," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'دوادار', 'يشبك', '.', 'كذلك']"
2232,," أقبغا اللكاش . في الطولوني قريبا .
",2,317," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'اللكاش', '.', 'في', 'الطولوني', 'قريبا', '.']"
2233,," أقبغا الهدباني الظاهري . مضى قريبا .
",2,317," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اقبغا', 'الهدباني', 'الظاهري', '.', 'مضى', 'قريبا', '.']"
2244,," الطنبغا الرقبي . في المرقبي على الصواب قريبا .
",2,319," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['الطنبغا', 'الرقبي', '.', 'في', 'المرقبي', 'على', 'الصواب', 'قريبا', '.']"
2250,," الطنبغا القرمشي ، مضى قريبا فيمن يلقب سيف الدين .
",2,319," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['الطنبغا', 'القرمشي', '،', 'مضى', 'قريبا', 'فيمن', 'يلقب', 'سيف', 'الدين', '.']"
2251,," الطنبغا اللفاف والمعلم مضى قريبا .
",2,319," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['الطنبغا', 'اللفاف', 'والمعلم', 'مضى', 'قريبا', '.']"
2255,," الماس الأشرفي برسباي ، في العلاء قريبا .
",2,320," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['الماس', 'الاشرفي', 'برسباي', '،', 'في', 'العلاء', 'قريبا', '.']"
2258,," الوغ بك بن شاه رخ . يأتي في المحمدين .
",2,320," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['الوغ', 'بك', 'بن', 'شاه', 'رخ', '.', 'ياتي', 'في', 'المحمدين', '.']"
2267,," أمير حاج بن أبي الفرج في محمد بن محمد بن عبد الغني بن أبي الفرج .
",2,321," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['امير', 'حاج', 'بن', 'ابي', 'الفرج', 'في', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الغني', 'بن', 'ابي', 'الفرج', '.']"
2269,," أمير حاج بن محمد بن بركوت الصلاح المكيني . مضى في أحمد .
",2,321," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['امير', 'حاج', 'بن', 'محمد', 'بن', 'بركوت', 'الصلاح', 'المكيني', '.', 'مضى', 'في', 'احمد', '.']"
2293,," اينال الأجرود العلائي الأشرف . يأتي قريبا .
",2,325," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اينال', 'الاجرود', 'العلائي', 'الاشرف', '.', 'ياتي', 'قريبا', '.']"
2305,," اينال الفقيه الظاهري جقمق ، هو اينال باي الماضي .
",2,328," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اينال', 'الفقيه', 'الظاهري', 'جقمق', '،', 'هو', 'اينال', 'باي', 'الماضي', '.']"
2307,," اينال المنقار ، هو الجلالي ، مضى قريبا .
",2,328," بسم الله الرحمن الرحيم
"," ذكر من اسمه إدريس إلى انتهاء حرف الألف 
",,False,False,alt,"['اينال', 'المنقار', '،', 'هو', 'الجلالي', '،', 'مضى', 'قريبا', '.']"
2323,," باكير هو أبو بكر بن إسحاق بن خلد . 
",2,332," حرف الباء الموحدة 
",,,False,False,alt,"['باكير', 'هو', 'ابو', 'بكر', 'بن', 'اسحاق', 'بن', 'خلد', '.']"
2343,," بردبك اثني عشر ، يأتي قريبا في بردبك الظاهري .
",3,3," حرف الباء الموحدة 
",,,False,False,alt,"['بردبك', 'اثني', 'عشر', '،', 'ياتي', 'قريبا', 'في', 'بردبك', 'الظاهري', '.']"
2424,," بولاد نزيل بيت المقدس . في فولاد .
",3,19," حرف الباء الموحدة 
"," من اسمه بركات 
",,False,False,alt,"['بولاد', 'نزيل', 'بيت', 'المقدس', '.', 'في', 'فولاد', '.']"
2476,," تغرى برمش بن أحمد البهستي نائب حلب ، يأتي قريبا في تغرى ورمش .
",3,30," حرف التاء المثناة 
"," من اسمه تغري بردى 
",,False,False,alt,"['تغرى', 'برمش', 'بن', 'احمد', 'البهستي', 'نائب', 'حلب', '،', 'ياتي', 'قريبا', 'في', 'تغرى', 'ورمش', '.']"
2477,," تغرى برمش بن عبد الله التركماني . في الذي بعده .
",3,30," حرف التاء المثناة 
"," من اسمه تغري بردى 
",,False,False,alt,"['تغرى', 'برمش', 'بن', 'عبد', 'الله', 'التركماني', '.', 'في', 'الذي', 'بعده', '.']"
2483,," تغرى برمش نائب حلب . هو الذي بعده .
",3,34," حرف التاء المثناة 
"," من اسمه تغري بردى 
",,False,False,alt,"['تغرى', 'برمش', 'نائب', 'حلب', '.', 'هو', 'الذي', 'بعده', '.']"
2509,," تمرلنك . في تيمور قريبا .
",3,41," حرف التاء المثناة 
"," من اسمه تغري بردى 
",,False,False,alt,"['تمرلنك', '.', 'في', 'تيمور', 'قريبا', '.']"
2525,," تنم الحسني الظاهري ، مضى في تنم سيف الدين قريبا .
",3,44," حرف التاء المثناة 
"," من اسمه تغري بردى 
",,False,False,alt,"['تنم', 'الحسني', 'الظاهري', '،', 'مضى', 'في', 'تنم', 'سيف', 'الدين', 'قريبا', '.']"
2539,," جاء الخبر . اسمه فائد . 
",3,50," حرف الجيم 
",,,False,False,alt,"['جاء', 'الخبر', '.', 'اسمه', 'فائد', '.']"
2556,," جانبك الأبلق هو الظاهري يأتي .
",3,53," حرف الجيم 
",,,False,False,alt,"['جانبك', 'الابلق', 'هو', 'الظاهري', 'ياتي', '.']"
2562,," جانبك الاشرفي اينال ويعرف بالاشقر .
",3,54," حرف الجيم 
",,,False,False,alt,"['جانبك', 'الاشرفي', 'اينال', 'ويعرف', 'بالاشقر', '.']"
2569,," جانبك حبيب هو العلائي .
",3,55," حرف الجيم 
",,,False,False,alt,"['جانبك', 'حبيب', 'هو', 'العلائي', '.']"
2570,," جانبك حرامي شكل . هو المؤيدي .
",3,55," حرف الجيم 
",,,False,False,alt,"['جانبك', 'حرامي', 'شكل', '.', 'هو', 'المؤيدي', '.']"
2576,," جانبك السيفي . مضى في جانبك الثور قريبا .
",3,56," حرف الجيم 
",,,False,False,alt,"['جانبك', 'السيفي', '.', 'مضى', 'في', 'جانبك', 'الثور', 'قريبا', '.']"
2578,," جانبك شيخ . هو المؤيدي يأتي .
",3,56," حرف الجيم 
",,,False,False,alt,"['جانبك', 'شيخ', '.', 'هو', 'المؤيدي', 'ياتي', '.']"
2585,," جانبك عفريت . مضيا .
",3,57," حرف الجيم 
",,,False,False,alt,"['جانبك', 'عفريت', '.', 'مضيا', '.']"
2587,," جانبك الفقيه . هو من ظطخ الظاهري أمير سلاح . مضى أولا .
",3,57," حرف الجيم 
",,,False,False,alt,"['جانبك', 'الفقيه', '.', 'هو', 'من', 'ظطخ', 'الظاهري', 'امير', 'سلاح', '.', 'مضى', 'اولا', '.']"
2590,," جانبك قلقسيز ، هو الاينالي الاشرفي . مضى . 
",3,57," حرف الجيم 
",,,False,False,alt,"['جانبك', 'قلقسيز', '،', 'هو', 'الاينالي', 'الاشرفي', '.', 'مضى', '.']"
2594,," جانبك المرتد يأتي قريبا
",3,59," حرف الجيم 
",,,False,False,alt,"['جانبك', 'المرتد', 'ياتي', 'قريبا']"
